Term,Gender,MinimumFaceAmount,MaximumFaceAmount,PolicyFee,HealthClass,Age,RatePerThousand
10,Male,100000,249999,100,Standard Non-Tob,25,0.8100
10,Male,100000,249999,100,Standard Non-Tob,26,0.8100
10,Male,100000,249999,100,Standard Non-Tob,27,0.8200
10,Male,100000,249999,100,Standard Non-Tob,28,0.8500
10,Male,100000,249999,100,Standard Non-Tob,29,0.8500
10,Male,100000,249999,100,Standard Non-Tob,30,0.8700
10,Male,100000,249999,100,Standard Non-Tob,31,0.8700
10,Male,100000,249999,100,Standard Non-Tob,32,0.8900
10,Male,100000,249999,100,Standard Non-Tob,33,0.9000
10,Male,100000,249999,100,Standard Non-Tob,34,0.9100
10,Male,100000,249999,100,Standard Non-Tob,35,0.9300
10,Male,100000,249999,100,Standard Non-Tob,36,0.9900
10,Male,100000,249999,100,Standard Non-Tob,37,1.0500
10,Male,100000,249999,100,Standard Non-Tob,38,1.1600
10,Male,100000,249999,100,Standard Non-Tob,39,1.2800
10,Male,100000,249999,100,Standard Non-Tob,40,1.3900
10,Male,100000,249999,100,Standard Non-Tob,41,1.5500
10,Male,100000,249999,100,Standard Non-Tob,42,1.7100
10,Male,100000,249999,100,Standard Non-Tob,43,1.8200
10,Male,100000,249999,100,Standard Non-Tob,44,1.9500
10,Male,100000,249999,100,Standard Non-Tob,45,2.0500
10,Male,100000,249999,100,Standard Non-Tob,46,2.1700
10,Male,100000,249999,100,Standard Non-Tob,47,2.2800
10,Male,100000,249999,100,Standard Non-Tob,48,2.4100
10,Male,100000,249999,100,Standard Non-Tob,49,2.5300
10,Male,100000,249999,100,Standard Non-Tob,50,2.7000
10,Male,100000,249999,100,Standard Non-Tob,51,2.8700
10,Male,100000,249999,100,Standard Non-Tob,52,3.0200
10,Male,100000,249999,100,Standard Non-Tob,53,3.2300
10,Male,100000,249999,100,Standard Non-Tob,54,3.4500
10,Male,100000,249999,100,Standard Non-Tob,55,3.7000
10,Male,100000,249999,100,Standard Non-Tob,56,4.0400
10,Male,100000,249999,100,Standard Non-Tob,57,4.4800
10,Male,100000,249999,100,Standard Non-Tob,58,4.9600
10,Male,100000,249999,100,Standard Non-Tob,59,5.4500
10,Male,100000,249999,100,Standard Non-Tob,60,5.9900
10,Male,100000,249999,100,Standard Non-Tob,61,6.6200
10,Male,100000,249999,100,Standard Non-Tob,62,7.4100
10,Male,100000,249999,100,Standard Non-Tob,63,8.4000
10,Male,100000,249999,100,Standard Non-Tob,64,9.5800
10,Male,100000,249999,100,Standard Non-Tob,65,10.7300
10,Male,100000,249999,100,Standard Non-Tob,66,12.1000
10,Male,100000,249999,100,Standard Non-Tob,67,13.6800
10,Male,100000,249999,100,Standard Non-Tob,68,15.5300
10,Male,100000,249999,100,Standard Non-Tob,69,17.4200
10,Male,100000,249999,100,Standard Non-Tob,70,19.4800
10,Male,100000,249999,100,Standard Non-Tob,71,22.2500
10,Male,100000,249999,100,Standard Non-Tob,72,24.8200
10,Male,100000,249999,100,Standard Non-Tob,73,27.7000
10,Male,100000,249999,100,Standard Non-Tob,74,31.2100
10,Male,100000,249999,100,Standard Non-Tob,75,35.3700
10,Male,100000,249999,100,Preferred Tob,18,1.3900
10,Male,100000,249999,100,Preferred Tob,19,1.3900
10,Male,100000,249999,100,Preferred Tob,20,1.3900
10,Male,100000,249999,100,Preferred Tob,21,1.3900
10,Male,100000,249999,100,Preferred Tob,22,1.3900
10,Male,100000,249999,100,Preferred Tob,23,1.3900
10,Male,100000,249999,100,Preferred Tob,24,1.3900
10,Male,100000,249999,100,Preferred Tob,25,1.7500
10,Male,100000,249999,100,Preferred Tob,26,1.7500
10,Male,100000,249999,100,Preferred Tob,27,1.7500
10,Male,100000,249999,100,Preferred Tob,28,1.7500
10,Male,100000,249999,100,Preferred Tob,29,1.7800
10,Male,100000,249999,100,Preferred Tob,30,1.7800
10,Male,100000,249999,100,Preferred Tob,31,1.7900
10,Male,100000,249999,100,Preferred Tob,32,1.7900
10,Male,100000,249999,100,Preferred Tob,33,1.7900
10,Male,100000,249999,100,Preferred Tob,34,1.7900
10,Male,100000,249999,100,Preferred Tob,35,1.8000
10,Male,100000,249999,100,Preferred Tob,36,1.9000
10,Male,100000,249999,100,Preferred Tob,37,2.0500
10,Male,100000,249999,100,Preferred Tob,38,2.2300
10,Male,100000,249999,100,Preferred Tob,39,2.4100
10,Male,100000,249999,100,Preferred Tob,40,2.6500
10,Male,100000,249999,100,Preferred Tob,41,2.9400
10,Male,100000,249999,100,Preferred Tob,42,3.2300
10,Male,100000,249999,100,Preferred Tob,43,3.4700
10,Male,100000,249999,100,Preferred Tob,44,3.7000
10,Male,100000,249999,100,Preferred Tob,45,3.9800
10,Male,100000,249999,100,Preferred Tob,46,4.3100
10,Male,100000,249999,100,Preferred Tob,47,4.6800
10,Male,100000,249999,100,Preferred Tob,48,5.1300
10,Male,100000,249999,100,Preferred Tob,49,5.5400
10,Male,100000,249999,100,Preferred Tob,50,6.0000
10,Male,100000,249999,100,Preferred Tob,51,6.5500
10,Male,100000,249999,100,Preferred Tob,52,7.1500
10,Male,100000,249999,100,Preferred Tob,53,7.8100
10,Male,100000,249999,100,Preferred Tob,54,8.5600
10,Male,100000,249999,100,Preferred Tob,55,9.3100
10,Male,100000,249999,100,Preferred Tob,56,10.0700
10,Male,100000,249999,100,Preferred Tob,57,10.9100
10,Male,100000,249999,100,Preferred Tob,58,11.8800
10,Male,100000,249999,100,Preferred Tob,59,12.9200
10,Male,100000,249999,100,Preferred Tob,60,14.0700
10,Male,100000,249999,100,Preferred Tob,61,15.2700
10,Male,100000,249999,100,Preferred Tob,62,16.6200
10,Male,100000,249999,100,Preferred Tob,63,18.2000
10,Male,100000,249999,100,Preferred Tob,64,19.9500
10,Male,100000,249999,100,Preferred Tob,65,21.8500
10,Male,100000,249999,100,Preferred Tob,66,24.1400
10,Male,100000,249999,100,Preferred Tob,67,26.6500
10,Male,100000,249999,100,Preferred Tob,68,29.5200
10,Male,100000,249999,100,Preferred Tob,69,32.2900
10,Male,100000,249999,100,Preferred Tob,70,35.4300
10,Male,100000,249999,100,Preferred Tob,71,39.2900
10,Male,100000,249999,100,Preferred Tob,72,43.6400
10,Male,100000,249999,100,Preferred Tob,73,48.2000
10,Male,100000,249999,100,Preferred Tob,74,53.2000
10,Male,100000,249999,100,Preferred Tob,75,62.1200
10,Male,100000,249999,100,Standard Tob,18,1.8700
10,Male,100000,249999,100,Standard Tob,19,1.8700
10,Male,100000,249999,100,Standard Tob,20,1.8700
10,Male,100000,249999,100,Standard Tob,21,1.8700
10,Male,100000,249999,100,Standard Tob,22,1.8700
10,Male,100000,249999,100,Standard Tob,23,1.8700
10,Male,100000,249999,100,Standard Tob,24,1.8700
10,Male,100000,249999,100,Standard Tob,25,2.2200
10,Male,100000,249999,100,Standard Tob,26,2.2400
10,Male,100000,249999,100,Standard Tob,27,2.2500
10,Male,100000,249999,100,Standard Tob,28,2.2900
10,Male,100000,249999,100,Standard Tob,29,2.3900
10,Male,100000,249999,100,Standard Tob,30,2.3900
10,Male,100000,249999,100,Standard Tob,31,2.4200
10,Male,100000,249999,100,Standard Tob,32,2.4400
10,Male,100000,249999,100,Standard Tob,33,2.4700
10,Male,100000,249999,100,Standard Tob,34,2.4800
10,Male,100000,249999,100,Standard Tob,35,2.6300
10,Male,100000,249999,100,Standard Tob,36,2.7900
10,Male,100000,249999,100,Standard Tob,37,2.9300
10,Male,100000,249999,100,Standard Tob,38,3.1700
10,Male,100000,249999,100,Standard Tob,39,3.4200
10,Male,100000,249999,100,Standard Tob,40,3.6900
10,Male,100000,249999,100,Standard Tob,41,4.0600
10,Male,100000,249999,100,Standard Tob,42,4.4300
10,Male,100000,249999,100,Standard Tob,43,4.7100
10,Male,100000,249999,100,Standard Tob,44,4.9600
10,Male,100000,249999,100,Standard Tob,45,5.3900
10,Male,100000,249999,100,Standard Tob,46,5.8300
10,Male,100000,249999,100,Standard Tob,47,6.4500
10,Male,100000,249999,100,Standard Tob,48,7.1000
10,Male,100000,249999,100,Standard Tob,49,7.6800
10,Male,100000,249999,100,Standard Tob,50,8.2600
10,Male,100000,249999,100,Standard Tob,51,8.9400
10,Male,100000,249999,100,Standard Tob,52,9.8100
10,Male,100000,249999,100,Standard Tob,53,10.7300
10,Male,100000,249999,100,Standard Tob,54,11.7600
10,Male,100000,249999,100,Standard Tob,55,12.7900
10,Male,100000,249999,100,Standard Tob,56,13.7500
10,Male,100000,249999,100,Standard Tob,57,14.8200
10,Male,100000,249999,100,Standard Tob,58,16.0100
10,Male,100000,249999,100,Standard Tob,59,17.3300
10,Male,100000,249999,100,Standard Tob,60,18.7500
10,Male,100000,249999,100,Standard Tob,61,20.2400
10,Male,100000,249999,100,Standard Tob,62,21.9600
10,Male,100000,249999,100,Standard Tob,63,24.0000
10,Male,100000,249999,100,Standard Tob,64,26.2400
10,Male,100000,249999,100,Standard Tob,65,28.8200
10,Male,100000,249999,100,Standard Tob,66,31.8700
10,Male,100000,249999,100,Standard Tob,67,35.2300
10,Male,100000,249999,100,Standard Tob,68,39.0900
10,Male,100000,249999,100,Standard Tob,69,42.8000
10,Male,100000,249999,100,Standard Tob,70,47.0000
10,Male,100000,249999,100,Standard Tob,71,52.3200
10,Male,100000,249999,100,Standard Tob,72,58.3200
10,Male,100000,249999,100,Standard Tob,73,64.5300
10,Male,100000,249999,100,Standard Tob,74,71.4200
10,Male,100000,249999,100,Standard Tob,75,78.7900
10,Female,100000,249999,100,Preferred Plus Non-Tob,18,0.1500
10,Female,100000,249999,100,Preferred Plus Non-Tob,19,0.1500
10,Female,100000,249999,100,Preferred Plus Non-Tob,20,0.1500
10,Female,100000,249999,100,Preferred Plus Non-Tob,21,0.1400
10,Female,100000,249999,100,Preferred Plus Non-Tob,22,0.1400
10,Female,100000,249999,100,Preferred Plus Non-Tob,23,0.1400
10,Female,100000,249999,100,Preferred Plus Non-Tob,24,0.1400
10,Female,100000,249999,100,Preferred Plus Non-Tob,25,0.1700
10,Female,100000,249999,100,Preferred Plus Non-Tob,26,0.1700
10,Female,100000,249999,100,Preferred Plus Non-Tob,27,0.1700
10,Female,100000,249999,100,Preferred Plus Non-Tob,28,0.1700
10,Female,100000,249999,100,Preferred Plus Non-Tob,29,0.1700
10,Female,100000,249999,100,Preferred Plus Non-Tob,30,0.1700
10,Female,100000,249999,100,Preferred Plus Non-Tob,31,0.1700
10,Female,100000,249999,100,Preferred Plus Non-Tob,32,0.1700
10,Female,100000,249999,100,Preferred Plus Non-Tob,33,0.1700
10,Female,100000,249999,100,Preferred Plus Non-Tob,34,0.1700
10,Female,100000,249999,100,Preferred Plus Non-Tob,35,0.1700
10,Female,100000,249999,100,Preferred Plus Non-Tob,36,0.1800
10,Female,100000,249999,100,Preferred Plus Non-Tob,37,0.2000
10,Female,100000,249999,100,Preferred Plus Non-Tob,38,0.2200
10,Female,100000,249999,100,Preferred Plus Non-Tob,39,0.2600
10,Female,100000,249999,100,Preferred Plus Non-Tob,40,0.2900
10,Female,100000,249999,100,Preferred Plus Non-Tob,41,0.3200
10,Female,100000,249999,100,Preferred Plus Non-Tob,42,0.3700
10,Female,100000,249999,100,Preferred Plus Non-Tob,43,0.4400
10,Female,100000,249999,100,Preferred Plus Non-Tob,44,0.5100
10,Female,100000,249999,100,Preferred Plus Non-Tob,45,0.5700
10,Female,100000,249999,100,Preferred Plus Non-Tob,46,0.6600
10,Female,100000,249999,100,Preferred Plus Non-Tob,47,0.7700
10,Female,100000,249999,100,Preferred Plus Non-Tob,48,0.8700
10,Female,100000,249999,100,Preferred Plus Non-Tob,49,0.9800
10,Female,100000,249999,100,Preferred Plus Non-Tob,50,1.0300
10,Female,100000,249999,100,Preferred Plus Non-Tob,51,1.1300
10,Female,100000,249999,100,Preferred Plus Non-Tob,52,1.1900
10,Female,100000,249999,100,Preferred Plus Non-Tob,53,1.2500
10,Female,100000,249999,100,Preferred Plus Non-Tob,54,1.3300
10,Female,100000,249999,100,Preferred Plus Non-Tob,55,1.4200
10,Female,100000,249999,100,Preferred Plus Non-Tob,56,1.5000
10,Female,100000,249999,100,Preferred Plus Non-Tob,57,1.6700
10,Female,100000,249999,100,Preferred Plus Non-Tob,58,1.8400
10,Female,100000,249999,100,Preferred Plus Non-Tob,59,2.0600
10,Female,100000,249999,100,Preferred Plus Non-Tob,60,2.3000
10,Female,100000,249999,100,Preferred Plus Non-Tob,61,2.5800
10,Female,100000,249999,100,Preferred Plus Non-Tob,62,2.8900
10,Female,100000,249999,100,Preferred Plus Non-Tob,63,3.2200
10,Female,100000,249999,100,Preferred Plus Non-Tob,64,3.7100
10,Female,100000,249999,100,Preferred Plus Non-Tob,65,4.0200
10,Female,100000,249999,100,Preferred Plus Non-Tob,66,4.4300
10,Female,100000,249999,100,Preferred Plus Non-Tob,67,4.9600
10,Female,100000,249999,100,Preferred Plus Non-Tob,68,5.5700
10,Female,100000,249999,100,Preferred Plus Non-Tob,69,6.2500
10,Female,100000,249999,100,Preferred Plus Non-Tob,70,6.9800
10,Female,100000,249999,100,Preferred Plus Non-Tob,71,7.9400
10,Female,100000,249999,100,Preferred Plus Non-Tob,72,9.2100
10,Female,100000,249999,100,Preferred Plus Non-Tob,73,10.4900
10,Female,100000,249999,100,Preferred Plus Non-Tob,74,12.0900
10,Female,100000,249999,100,Preferred Plus Non-Tob,75,13.0700
10,Female,100000,249999,100,Preferred Non-Tob,18,0.2300
10,Female,100000,249999,100,Preferred Non-Tob,19,0.2300
10,Female,100000,249999,100,Preferred Non-Tob,20,0.2300
10,Female,100000,249999,100,Preferred Non-Tob,21,0.2300
10,Female,100000,249999,100,Preferred Non-Tob,22,0.2300
10,Female,100000,249999,100,Preferred Non-Tob,23,0.2300
10,Female,100000,249999,100,Preferred Non-Tob,24,0.2300
10,Female,100000,249999,100,Preferred Non-Tob,25,0.2700
10,Female,100000,249999,100,Preferred Non-Tob,26,0.2700
10,Female,100000,249999,100,Preferred Non-Tob,27,0.2800
10,Female,100000,249999,100,Preferred Non-Tob,28,0.2800
10,Female,100000,249999,100,Preferred Non-Tob,29,0.2800
10,Female,100000,249999,100,Preferred Non-Tob,30,0.2800
10,Female,100000,249999,100,Preferred Non-Tob,31,0.2800
10,Female,100000,249999,100,Preferred Non-Tob,32,0.2800
10,Female,100000,249999,100,Preferred Non-Tob,33,0.2800
10,Female,100000,249999,100,Preferred Non-Tob,34,0.2800
10,Female,100000,249999,100,Preferred Non-Tob,35,0.3000
10,Female,100000,249999,100,Preferred Non-Tob,36,0.3300
10,Female,100000,249999,100,Preferred Non-Tob,37,0.3500
10,Female,100000,249999,100,Preferred Non-Tob,38,0.3700
10,Female,100000,249999,100,Preferred Non-Tob,39,0.4000
10,Female,100000,249999,100,Preferred Non-Tob,40,0.4600
10,Female,100000,249999,100,Preferred Non-Tob,41,0.5000
10,Female,100000,249999,100,Preferred Non-Tob,42,0.5600
10,Female,100000,249999,100,Preferred Non-Tob,43,0.6400
10,Female,100000,249999,100,Preferred Non-Tob,44,0.7100
10,Female,100000,249999,100,Preferred Non-Tob,45,0.8000
10,Female,100000,249999,100,Preferred Non-Tob,46,0.9000
10,Female,100000,249999,100,Preferred Non-Tob,47,1.0300
10,Female,100000,249999,100,Preferred Non-Tob,48,1.1400
10,Female,100000,249999,100,Preferred Non-Tob,49,1.2400
10,Female,100000,249999,100,Preferred Non-Tob,50,1.3300
10,Female,100000,249999,100,Preferred Non-Tob,51,1.4600
10,Female,100000,249999,100,Preferred Non-Tob,52,1.5300
10,Female,100000,249999,100,Preferred Non-Tob,53,1.6000
10,Female,100000,249999,100,Preferred Non-Tob,54,1.6800
10,Female,100000,249999,100,Preferred Non-Tob,55,1.7800
10,Female,100000,249999,100,Preferred Non-Tob,56,1.9000
10,Female,100000,249999,100,Preferred Non-Tob,57,2.1000
10,Female,100000,249999,100,Preferred Non-Tob,58,2.3600
10,Female,100000,249999,100,Preferred Non-Tob,59,2.6400
